Incident_ID,Incident_Type,System_Impacted,Department,Location,Priority,Reported_Timestamp,Resolved_Timestamp,Resolution_Time_Hours,Status
INC-2025-0197,Backup Failure,Active Directory,Operations,Data Center B,Medium,28-08-2025 08:12,28-08-2025 17:50,9.64,Resolved
INC-2025-0198,Failed Patch Deployment,Internal Database,Finance,Cloud Instance,Medium,18-10-2025 21:48,19-10-2025 20:27,22.66,Closed
INC-2025-0199,Data Leakage Alert,SAP ERP,Engineering,Head Office,Critical,05-04-2025 04:30,05-04-2025 11:20,6.84,Closed
INC-2025-0200,Weak Password Policy Violation,Salesforce CRM,Engineering,Data Center B,Medium,06-01-2025 08:41,06-01-2025 15:09,6.47,Closed
INC-2025-0201,Stale User Account Active,Office 365,Marketing,Cloud Instance,Medium,20-12-2025 03:40,20-12-2025 12:03,8.39,Resolved
INC-2025-0202,Stale User Account Active,AWS Cloud Infrastructure,HR,Data Center B,High,11-07-2025 13:44,12-07-2025 05:00,15.27,Closed
INC-2025-0203,Backup Failure,Internal Database,HR,Data Center B,Low,11-02-2025 16:28,12-02-2025 03:14,10.78,Closed
INC-2025-0204,Weak Password Policy Violation,Active Directory,Sales,Data Center B,Medium,18-03-2025 05:20,18-03-2025 19:19,13.99,Resolved
INC-2025-0205,Backup Failure,AWS Cloud Infrastructure,Sales,Head Office,High,21-08-2025 04:32,22-08-2025 00:27,19.92,Closed
INC-2025-0206,Failed Patch Deployment,AWS Cloud Infrastructure,Finance,Head Office,Critical,22-04-2025 18:04,23-04-2025 04:12,10.14,Closed
INC-2025-0207,Unauthorized Access Attempt,AWS Cloud Infrastructure,Finance,Cloud Instance,High,29-07-2025 05:49,30-07-2025 06:26,24.62,Closed
INC-2025-0208,Backup Failure,AWS Cloud Infrastructure,Operations,Remote Branch,High,12-07-2025 02:43,,,Open
INC-2025-0209,Weak Password Policy Violation,Active Directory,Finance,Remote Branch,Low,28-09-2025 04:46,,,Open
INC-2025-0210,Stale User Account Active,Internal Database,Operations,Data Center B,Medium,06-08-2025 17:24,07-08-2025 00:13,6.82,Resolved
INC-2025-0211,Unauthorized Access Attempt,Workday HRMS,Marketing,Head Office,Critical,05-12-2025 13:39,07-12-2025 17:18,51.65,Resolved
INC-2025-0212,Weak Password Policy Violation,AWS Cloud Infrastructure,Finance,Head Office,Critical,06-05-2025 23:02,07-05-2025 05:26,6.41,Closed
INC-2025-0213,Unpatched Server,Salesforce CRM,Sales,Data Center B,Medium,13-06-2025 18:38,15-06-2025 11:34,40.94,Resolved
INC-2025-0214,Data Leakage Alert,Active Directory,Sales,Cloud Instance,Medium,21-05-2025 01:35,23-05-2025 04:24,50.83,Resolved
INC-2025-0215,Failed Patch Deployment,SAP ERP,Operations,Remote Branch,Critical,26-09-2025 10:44,26-09-2025 14:36,3.88,Closed
INC-2025-0216,Failed Patch Deployment,Active Directory,Legal,Data Center A,Medium,26-08-2025 01:35,26-08-2025 14:30,12.93,Closed
INC-2025-0217,Unauthorized Access Attempt,Internal Database,Engineering,Remote Branch,Critical,09-07-2025 02:34,09-07-2025 07:38,5.07,Closed
INC-2025-0218,Unpatched Server,SAP ERP   ,Legal,Data Center B,Critical,10-12-2025 17:13,12-12-2025 18:05,48.87,Closed
INC-2025-0219,Unauthorized Access Attempt,Internal Database,HR,Remote Branch,Critical,05-05-2025 22:38,06-05-2025 10:45,12.13,Closed
INC-2025-0220,Stale User Account Active,Office 365,Operations,Cloud Instance,High,07-06-2025 08:23,08-06-2025 00:53,16.51,Closed
INC-2025-0221,Unpatched Server,Salesforce CRM,Legal,Cloud Instance,High,10-06-2025 13:02,10-06-2025 19:02,6,Closed
INC-2025-0222,Data Leakage Alert,Internal Database,Sales,Cloud Instance,Critical,20-03-2025 06:21,21-03-2025 02:35,20.24,Closed
INC-2025-0223,Backup Failure,Salesforce CRM,Engineering,Remote Branch,Medium,25-11-2025 23:31,27-11-2025 07:11,31.67,Closed
INC-2025-0224,Stale User Account Active,Office 365,HR,Head Office,Medium,26-09-2025 01:53,28-09-2025 23:34,69.69,Resolved
INC-2025-0225,Unpatched Server,Internal Database,Legal,Head Office,Medium,19-03-2025 00:13,19-03-2025 11:25,11.21,Closed
INC-2025-0226,Data Leakage Alert,Internal Database,Operations,Head Office,High,04-01-2025 17:35,04-01-2025 18:05,0.5,Closed
INC-2025-0227,Stale User Account Active,Workday HRMS,Sales,Remote Branch,High,02-04-2025 03:58,02-04-2025 07:50,3.87,Closed
INC-2025-0228,Data Leakage Alert,Workday HRMS,Engineering,Head Office,Critical,11-07-2025 12:29,16-07-2025 03:34,111.09,Closed
INC-2025-0229,Stale User Account Active,Workday HRMS,Marketing,Head Office,Medium,17-02-2025 12:24,18-02-2025 03:54,15.51,Closed
INC-2025-0230,Stale User Account Active,AWS Cloud Infrastructure,Legal,Cloud Instance,Critical,17-10-2025 03:57,17-10-2025 04:59,1.04,Closed
INC-2025-0231,Unauthorized Access Attempt,SALESFORCE CRM   ,Operations,Head Office,Critical,17-12-2025 08:57,18-12-2025 10:42,25.76,Closed
INC-2025-0232,Unpatched Server,Office 365,HR,Remote Branch,Low,09-02-2025 09:10,10-02-2025 05:14,20.07,Closed
INC-2025-0233,Stale User Account Active,Workday HRMS,Operations,Data Center A,High,19-12-2025 23:05,23-12-2025 14:58,87.89,Closed
INC-2025-0234,Backup Failure,Office 365,Engineering,Data Center B,Medium,01-11-2025 12:49,02-11-2025 12:56,24.13,Closed
INC-2025-0235,Data Leakage Alert,AWS Cloud Infrastructure,Sales,Data Center A,Critical,15-12-2025 18:42,17-12-2025 06:12,35.5,Closed
INC-2025-0236,Data Leakage Alert,Active Directory,Engineering,Data Center A,Critical,19-07-2025 10:23,19-07-2025 10:53,0.5,Closed
INC-2025-0237,Unpatched Server,SAP ERP,HR,Remote Branch,Critical,18-08-2025 17:35,18-08-2025 20:12,2.62,Closed
INC-2025-0238,Backup Failure,Salesforce CRM,Legal,Remote Branch,Low,07-01-2025 09:26,07-01-2025 11:33,2.12,Closed
INC-2025-0239,Unpatched Server,Office 365,Sales,Remote Branch,High,28-03-2025 04:17,28-03-2025 20:35,16.31,Closed
INC-2025-0240,Unauthorized Access Attempt,Workday HRMS,Operations,Cloud Instance,Critical,09-05-2025 07:46,10-05-2025 05:23,21.62,Closed
INC-2025-0241,Backup Failure,Salesforce CRM,Operations,Data Center B,Low,14-07-2025 10:28,16-07-2025 03:01,40.56,Closed
INC-2025-0242,Stale User Account Active,Office 365,Engineering,Data Center A,Low,03-09-2025 10:11,,,Open
INC-2025-0243,Backup Failure,Office 365,Operations,Data Center A,High,16-06-2025 12:17,17-06-2025 00:15,11.98,Resolved
INC-2025-0244,Stale User Account Active,Active Directory,Sales,Data Center B,Medium,14-01-2025 23:29,15-01-2025 05:08,5.65,Resolved
INC-2025-0245,Backup Failure,Workday HRMS,Legal,Remote Branch,Medium,11-12-2025 15:08,11-12-2025 21:47,6.65,Closed
INC-2025-0246,Weak Password Policy Violation,AWS Cloud Infrastructure,Finance,Remote Branch,High,26-10-2025 12:34,29-10-2025 01:18,60.74,Closed
INC-2025-0247,Backup Failure,Internal Database,Engineering,Data Center B,Medium,01-11-2025 20:58,03-11-2025 08:07,35.16,Closed
INC-2025-0248,Stale User Account Active,Office 365,Finance,Remote Branch,Medium,19-06-2025 13:06,19-06-2025 20:17,7.19,Closed
INC-2025-0249,Data Leakage Alert,Active Directory,Sales,Cloud Instance,Critical,20-07-2025 14:49,21-07-2025 18:57,28.14,Closed
INC-2025-0250,Unauthorized Access Attempt,AWS Cloud Infrastructure,Engineering,Head Office,High,14-03-2025 11:19,16-03-2025 00:07,36.81,Closed
INC-2025-0251,Data Leakage Alert,Internal Database,Marketing,Cloud Instance,High,04-02-2025 09:02,04-02-2025 11:57,2.93,Resolved
INC-2025-0252,Unpatched Server,Internal Database,HR,Data Center B,Medium,31-03-2025 17:10,01-04-2025 06:30,13.34,Closed
INC-2025-0253,Stale User Account Active,Internal Database,HR,Remote Branch,Medium,22-07-2025 00:47,22-07-2025 06:03,5.28,Closed
INC-2025-0254,Backup Failure,Salesforce CRM,HR,Head Office,Medium,23-10-2025 03:51,23-10-2025 08:49,4.97,Resolved
INC-2025-0255,Weak Password Policy Violation,AWS Cloud Infrastructure,Legal,Cloud Instance,Critical,02-11-2025 12:39,02-11-2025 15:33,2.91,Closed
INC-2025-0256,Backup Failure,Internal Database,Marketing,Cloud Instance,Medium,11-11-2025 18:05,12-11-2025 03:06,9.02,Closed
INC-2025-0257,Data Leakage Alert,Office 365,HR,Remote Branch,High,02-11-2025 04:36,02-11-2025 09:31,4.93,Closed
INC-2025-0258,Unpatched Server,OFFICE 365   ,HR,Remote Branch,High,28-05-2025 04:11,28-05-2025 18:34,14.39,Closed
INC-2025-0259,Backup Failure,Active Directory,HR,Remote Branch,Medium,15-10-2025 16:41,16-10-2025 20:23,27.7,Closed
INC-2025-0260,Unauthorized Access Attempt,Office 365,Finance,Data Center A,High,30-05-2025 01:17,30-05-2025 09:27,8.17,Closed
INC-2025-0261,Weak Password Policy Violation,Office 365,Operations,Head Office,Medium,21-10-2025 03:17,22-10-2025 20:53,41.6,Resolved
INC-2025-0262,Weak Password Policy Violation,AWS Cloud Infrastructure,Marketing,Data Center A,Critical,06-08-2025 03:47,07-08-2025 13:11,33.4,Resolved
INC-2025-0263,Backup Failure,Workday HRMS,Engineering,Head Office,Medium,13-08-2025 03:49,13-08-2025 09:28,5.65,Resolved
INC-2025-0264,Data Leakage Alert,Internal Database,Sales,Data Center A,Critical,12-11-2025 04:50,12-11-2025 10:23,5.56,Closed
INC-2025-0265,Failed Patch Deployment,Active Directory,Sales,Cloud Instance,Medium,29-05-2025 18:17,,,Open
INC-2025-0266,Backup Failure,Workday HRMS,HR,Remote Branch,High,31-01-2025 08:55,01-02-2025 13:55,29.01,Closed
INC-2025-0267,Backup Failure,Workday HRMS,HR,Remote Branch,Medium,08-09-2025 04:36,09-09-2025 04:19,23.72,Closed
INC-2025-0268,Data Leakage Alert,SAP ERP,Legal,Data Center B,High,23-05-2025 22:59,24-05-2025 13:32,14.55,Resolved
INC-2025-0269,Unauthorized Access Attempt,Internal Database,Legal,Remote Branch,High,22-11-2025 21:44,22-11-2025 23:18,1.57,Closed
INC-2025-0270,Failed Patch Deployment,AWS Cloud Infrastructure,HR,Cloud Instance,High,26-05-2025 10:35,27-05-2025 06:37,20.04,Closed
INC-2025-0271,Unauthorized Access Attempt,SAP ERP,Finance,Remote Branch,Critical,09-01-2025 03:59,09-01-2025 17:57,13.97,Resolved
INC-2025-0272,Stale User Account Active,Active Directory,Marketing,Cloud Instance,Medium,23-03-2025 08:05,23-03-2025 15:00,6.92,Closed
INC-2025-0273,Failed Patch Deployment,Internal Database,Operations,Data Center A,Medium,08-08-2025 20:05,08-08-2025 20:35,0.5,Closed
INC-2025-0274,Unauthorized Access Attempt,AWS Cloud Infrastructure,Marketing,Head Office,High,23-12-2025 10:52,25-12-2025 10:07,47.25,Closed
INC-2025-0275,Backup Failure,Internal Database,Finance,Head Office,Medium,22-02-2025 10:23,22-02-2025 13:55,3.54,Resolved
INC-2025-0276,Unauthorized Access Attempt,Active Directory,Marketing,Data Center B,High,16-10-2025 00:39,16-10-2025 14:34,13.92,Closed
INC-2025-0277,Stale User Account Active,Office 365,Operations,Remote Branch,Medium,22-04-2025 02:57,23-04-2025 12:27,33.51,Closed
INC-2025-0278,Unpatched Server,Workday HRMS,Engineering,Data Center A,Medium,22-05-2025 20:05,23-05-2025 18:08,22.05,Closed
INC-2025-0279,Backup Failure,Workday HRMS,Finance,Cloud Instance,Medium,16-04-2025 16:38,18-04-2025 01:41,33.06,Closed
INC-2025-0280,Data Leakage Alert,AWS Cloud Infrastructure,HR,Head Office,Medium,04-05-2025 15:40,05-05-2025 09:41,18.03,Closed
INC-2025-0281,Backup Failure,AWS CLOUD INFRASTRUCTURE   ,HR,Data Center B,Medium,04-08-2025 11:34,05-08-2025 22:05,34.52,Closed
INC-2025-0282,Failed Patch Deployment,SAP ERP,Finance,Data Center A,High,21-01-2025 01:50,21-01-2025 09:56,8.1,Closed
INC-2025-0283,Stale User Account Active,SAP ERP,Operations,Data Center B,High,03-10-2025 19:09,04-10-2025 04:03,8.9,Closed
INC-2025-0284,Data Leakage Alert,Salesforce CRM,Sales,Data Center B,High,21-11-2025 20:43,22-11-2025 05:37,8.91,Closed
INC-2025-0285,Data Leakage Alert,SAP ERP   ,HR,Head Office,High,21-08-2025 19:38,22-08-2025 21:57,26.32,Closed
INC-2025-0286,Unauthorized Access Attempt,Internal Database,HR,Data Center A,Critical,12-09-2025 11:33,14-09-2025 05:02,41.49,Closed
INC-2025-0287,Stale User Account Active,Salesforce CRM,Legal,Head Office,Medium,16-01-2025 10:51,17-01-2025 04:39,17.81,Closed
INC-2025-0288,Weak Password Policy Violation,AWS Cloud Infrastructure,Operations,Cloud Instance,Critical,29-01-2025 15:54,30-01-2025 02:54,11,Closed
INC-2025-0289,Unpatched Server,SAP ERP,Marketing,Data Center B,High,02-01-2025 01:54,02-01-2025 08:37,6.73,Resolved
INC-2025-0290,Weak Password Policy Violation,SAP ERP,Legal,Remote Branch,Critical,25-04-2025 10:15,26-04-2025 16:49,30.58,Closed
INC-2025-0291,Unauthorized Access Attempt,Internal Database,Sales,Data Center A,Critical,25-04-2025 16:02,,,Open
INC-2025-0292,Failed Patch Deployment,Salesforce CRM,Legal,Head Office,Medium,11-10-2025 14:00,11-10-2025 22:16,8.27,Closed
INC-2025-0293,Data Leakage Alert,Office 365,Engineering,Data Center A,Critical,07-10-2025 07:09,07-10-2025 19:48,12.66,Closed
INC-2025-0294,Unauthorized Access Attempt,Salesforce CRM,Finance,Remote Branch,High,07-06-2025 03:13,07-06-2025 09:44,6.53,Closed
INC-2025-0295,Unauthorized Access Attempt,Salesforce CRM,Marketing,Head Office,Medium,29-04-2025 16:26,30-04-2025 03:36,11.18,Closed
INC-2025-0296,Backup Failure,Internal Database,HR,Remote Branch,High,08-02-2025 18:36,09-02-2025 20:39,26.06,Closed
INC-2025-0297,Stale User Account Active,AWS Cloud Infrastructure,Legal,Cloud Instance,Critical,12-06-2025 14:17,15-06-2025 11:16,68.99,Closed
INC-2025-0298,Data Leakage Alert,Active Directory,Finance,Remote Branch,Critical,10-06-2025 13:07,13-06-2025 21:19,80.21,Closed
INC-2025-0299,Unpatched Server,SAP ERP,Finance,Cloud Instance,Critical,27-12-2025 22:38,29-12-2025 18:00,43.38,Closed
INC-2025-0300,Weak Password Policy Violation,AWS Cloud Infrastructure,Engineering,Head Office,Medium,13-12-2025 09:16,13-12-2025 13:50,4.58,Resolved
INC-2025-0301,Unauthorized Access Attempt,Active Directory,Sales,Remote Branch,Medium,22-02-2025 04:07,23-02-2025 22:41,42.58,Closed
INC-2025-0302,Stale User Account Active,Internal Database,Engineering,Head Office,Low,26-10-2025 18:16,26-10-2025 20:08,1.87,Resolved
INC-2025-0303,Unauthorized Access Attempt,Active Directory,Legal,Cloud Instance,High,04-03-2025 01:29,06-03-2025 15:22,61.89,Closed
INC-2025-0304,Data Leakage Alert,Internal Database,Operations,Data Center A,High,01-07-2025 06:58,01-07-2025 14:50,7.88,Closed
INC-2025-0305,Failed Patch Deployment,Internal Database,HR,Remote Branch,High,30-07-2025 17:30,31-07-2025 01:22,7.88,Closed
INC-2025-0306,Stale User Account Active,Active Directory,Sales,Data Center B,Medium,10-01-2025 12:50,11-01-2025 04:30,15.68,Closed
INC-2025-0307,Failed Patch Deployment,AWS Cloud Infrastructure,Engineering,Data Center A,High,14-01-2025 10:38,16-01-2025 16:54,54.27,Closed
INC-2025-0308,Backup Failure,Salesforce CRM,Sales,Data Center B,Medium,30-04-2025 05:06,30-04-2025 11:43,6.62,Closed
INC-2025-0309,Weak Password Policy Violation,Active Directory,Legal,Remote Branch,Medium,01-07-2025 05:11,01-07-2025 14:22,9.19,Closed
INC-2025-0310,Failed Patch Deployment,Internal Database,Marketing,Data Center B,Low,16-10-2025 04:36,18-10-2025 00:05,43.49,Resolved
INC-2025-0311,Unauthorized Access Attempt,AWS Cloud Infrastructure,HR,Head Office,Critical,29-01-2025 07:38,30-01-2025 01:34,17.94,Closed
INC-2025-0312,Stale User Account Active,Salesforce CRM,HR,Data Center A,High,15-06-2025 01:01,16-06-2025 06:17,29.27,Closed
INC-2025-0313,Failed Patch Deployment,SAP ERP,Engineering,Remote Branch,Critical,28-10-2025 03:21,28-10-2025 06:52,3.52,Closed
INC-2025-0314,Failed Patch Deployment,Internal Database,Operations,Data Center A,Medium,15-10-2025 22:56,17-10-2025 12:02,37.11,Resolved
INC-2025-0315,Stale User Account Active,Internal Database,Engineering,Cloud Instance,Medium,07-03-2025 05:46,08-03-2025 10:49,29.06,Closed
INC-2025-0316,Unpatched Server,SAP ERP,Sales,Data Center B,High,12-06-2025 19:14,12-06-2025 21:52,2.64,Closed
INC-2025-0317,Unpatched Server,Salesforce CRM,Engineering,Head Office,Medium,10-12-2025 20:46,11-12-2025 10:58,14.2,Resolved
INC-2025-0318,Unauthorized Access Attempt,Workday HRMS,Engineering,Head Office,High,25-01-2025 12:28,28-01-2025 23:55,83.45,Closed
INC-2025-0319,Unauthorized Access Attempt,AWS Cloud Infrastructure,Sales,Remote Branch,Critical,23-10-2025 20:48,24-10-2025 01:03,4.26,Closed
INC-2025-0320,Unauthorized Access Attempt,Salesforce CRM,Engineering,Head Office,High,25-06-2025 05:56,26-06-2025 13:32,31.6,Closed
INC-2025-0321,Data Leakage Alert,Office 365,Sales,Head Office,Critical,09-08-2025 20:10,10-08-2025 09:50,13.67,Closed
INC-2025-0322,Weak Password Policy Violation,Internal Database,Operations,Data Center B,Medium,16-05-2025 21:18,16-05-2025 23:43,2.42,Closed
INC-2025-0323,Unauthorized Access Attempt,Salesforce CRM,,Remote Branch,Critical,14-02-2025 09:52,15-02-2025 07:52,22,Closed
INC-2025-0324,Data Leakage Alert,SAP ERP,Engineering,Head Office,Critical,07-06-2025 12:30,08-06-2025 14:27,25.96,Closed
INC-2025-0325,Unpatched Server,Salesforce CRM,Operations,Remote Branch,Medium,23-01-2025 08:28,23-01-2025 14:37,6.16,Closed
INC-2025-0326,Unauthorized Access Attempt,SAP ERP,Marketing,Cloud Instance,High,05-10-2025 13:48,06-10-2025 09:09,19.36,Closed
INC-2025-0327,Backup Failure,Internal Database,Sales,Remote Branch,Low,21-10-2025 07:30,21-10-2025 19:33,12.05,Closed
INC-2025-0328,Weak Password Policy Violation,Workday HRMS,Sales,Data Center B,High,17-03-2025 03:48,20-03-2025 03:15,71.45,Closed
INC-2025-0329,Unauthorized Access Attempt,AWS Cloud Infrastructure,Finance,Remote Branch,Medium,14-04-2025 20:09,15-04-2025 03:18,7.16,Resolved
INC-2025-0330,Data Leakage Alert,Office 365,Operations,Data Center B,High,16-06-2025 08:33,18-06-2025 10:09,49.61,Closed
INC-2025-0331,Data Leakage Alert,SAP ERP,Operations,Data Center A,Critical,17-03-2025 18:37,21-03-2025 02:57,80.34,Closed
INC-2025-0332,Backup Failure,Salesforce CRM,Legal,Data Center B,Medium,26-06-2025 13:16,27-06-2025 05:13,15.95,Closed
INC-2025-0333,Weak Password Policy Violation,Office 365,HR,Remote Branch,High,20-01-2025 12:56,21-01-2025 17:05,28.15,Resolved
INC-2025-0334,Failed Patch Deployment,SAP ERP,Engineering,Cloud Instance,Critical,09-06-2025 08:53,10-06-2025 13:28,28.59,Closed
INC-2025-0335,Backup Failure,AWS Cloud Infrastructure,Marketing,Cloud Instance,High,18-05-2025 23:26,19-05-2025 01:40,2.24,Closed
INC-2025-0336,Weak Password Policy Violation,Workday HRMS,Operations,Cloud Instance,Medium,29-01-2025 16:50,30-01-2025 01:46,8.94,Closed
INC-2025-0337,Unpatched Server,SAP ERP,Sales,Data Center A,Critical,13-04-2025 01:15,13-04-2025 02:30,1.25,Closed
INC-2025-0338,Data Leakage Alert,Office 365,Operations,Head Office,Critical,15-12-2025 00:15,15-12-2025 21:53,21.64,Closed
INC-2025-0339,Unpatched Server,Salesforce CRM,Engineering,Cloud Instance,Low,19-12-2025 02:18,19-12-2025 03:31,1.22,Closed
INC-2025-0340,Unpatched Server,Internal Database,HR,Data Center A,Low,18-05-2025 20:26,20-05-2025 20:25,47.99,Closed
INC-2025-0341,Unpatched Server,Internal Database,HR,Data Center B,Medium,05-01-2025 07:16,08-01-2025 04:01,68.75,Closed
INC-2025-0342,Failed Patch Deployment,WORKDAY HRMS   ,Operations,Remote Branch,Medium,10-05-2025 06:29,11-05-2025 00:08,17.65,Closed
INC-2025-0343,Backup Failure,Workday HRMS,Marketing,Cloud Instance,High,15-10-2025 20:38,16-10-2025 05:08,8.51,Closed
INC-2025-0344,Backup Failure,Salesforce CRM,Marketing,Cloud Instance,Medium,14-05-2025 20:45,,,Open
INC-2025-0345,Backup Failure,SAP ERP,HR,Data Center B,High,26-07-2025 21:20,28-07-2025 03:59,30.66,Closed
INC-2025-0346,Data Leakage Alert,AWS Cloud Infrastructure,Operations,Head Office,High,26-10-2025 22:36,27-10-2025 08:41,10.09,Resolved
INC-2025-0347,Failed Patch Deployment,Internal Database,Operations,Data Center B,Medium,03-06-2025 05:53,04-06-2025 01:29,19.61,Closed
INC-2025-0348,Weak Password Policy Violation,Workday HRMS,Marketing,Data Center A,Medium,15-12-2025 10:41,15-12-2025 21:12,10.53,Closed
INC-2025-0349,Failed Patch Deployment,Salesforce CRM,Engineering,Data Center B,Medium,31-05-2025 14:54,31-05-2025 16:13,1.32,Closed
INC-2025-0350,Weak Password Policy Violation,Active Directory,Operations,Head Office,Low,15-12-2025 12:33,15-12-2025 13:52,1.33,Closed
INC-2025-0351,Data Leakage Alert,Office 365,Operations,Data Center A,High,11-06-2025 22:11,12-06-2025 14:14,16.05,Resolved
INC-2025-0352,Failed Patch Deployment,AWS Cloud Infrastructure,Finance,Data Center A,High,28-03-2025 18:48,30-03-2025 07:42,36.91,Closed
INC-2025-0353,Data Leakage Alert,AWS Cloud Infrastructure,Operations,Remote Branch,Medium,16-07-2025 00:02,17-07-2025 07:30,31.48,Closed
INC-2025-0354,Unauthorized Access Attempt,Active Directory,Sales,Head Office,Critical,17-11-2025 23:15,20-11-2025 01:32,50.29,Closed
INC-2025-0355,Unauthorized Access Attempt,Active Directory,Engineering,Head Office,Critical,02-06-2025 09:29,03-06-2025 07:15,21.77,Closed
INC-2025-0356,Failed Patch Deployment,AWS Cloud Infrastructure,Engineering,Data Center A,Critical,26-03-2025 12:01,27-03-2025 19:11,31.17,Closed
INC-2025-0357,Failed Patch Deployment,SAP ERP,HR,Head Office,High,12-07-2025 20:16,13-07-2025 19:41,23.42,Resolved
INC-2025-0358,Unauthorized Access Attempt,SAP ERP,Legal,Head Office,High,02-08-2025 14:24,02-08-2025 21:23,6.99,Closed
INC-2025-0359,Data Leakage Alert,Salesforce CRM,Finance,Head Office,High,06-12-2025 16:17,07-12-2025 21:14,28.95,Closed
INC-2025-0360,Failed Patch Deployment,SAP ERP,Sales,Head Office,High,24-02-2025 15:12,26-02-2025 03:19,36.12,Closed
INC-2025-0361,Unpatched Server,Salesforce CRM,,Head Office,Medium,08-10-2025 15:58,11-10-2025 08:53,64.92,Closed
INC-2025-0362,Weak Password Policy Violation,Workday HRMS,Finance,Remote Branch,High,18-03-2025 02:49,19-03-2025 09:40,30.86,Closed
INC-2025-0363,Data Leakage Alert,Salesforce CRM,Engineering,Head Office,High,21-02-2025 05:55,21-02-2025 14:09,8.24,Closed
INC-2025-0364,Backup Failure,Workday HRMS,Finance,Head Office,Low,05-01-2025 04:42,05-01-2025 14:15,9.56,Closed
INC-2025-0365,Failed Patch Deployment,SAP ERP,Marketing,Cloud Instance,High,04-04-2025 03:25,04-04-2025 18:03,14.64,Closed
INC-2025-0366,Backup Failure,Internal Database,Operations,Data Center A,Low,27-02-2025 04:44,03-03-2025 04:35,95.85,Closed
INC-2025-0367,Weak Password Policy Violation,Workday HRMS,Operations,Remote Branch,Low,03-04-2025 19:24,04-04-2025 18:04,22.68,Resolved
INC-2025-0368,Data Leakage Alert,AWS Cloud Infrastructure,HR,Head Office,Critical,30-07-2025 14:02,31-07-2025 15:34,25.54,Closed
INC-2025-0369,Stale User Account Active,Office 365,Marketing,Data Center B,Medium,25-04-2025 21:55,26-04-2025 15:41,17.77,Closed
INC-2025-0370,Failed Patch Deployment,AWS Cloud Infrastructure,HR,Remote Branch,Critical,18-03-2025 17:57,,,Open
INC-2025-0371,Backup Failure,AWS Cloud Infrastructure,Legal,Remote Branch,Medium,26-03-2025 02:48,26-03-2025 09:24,6.61,Closed
INC-2025-0372,Data Leakage Alert,AWS Cloud Infrastructure,Marketing,Data Center A,High,10-02-2025 14:28,11-02-2025 04:44,14.27,Resolved
INC-2025-0373,Stale User Account Active,Internal Database,Operations,Head Office,Low,22-02-2025 12:26,23-02-2025 07:33,19.12,Closed
INC-2025-0374,Weak Password Policy Violation,Salesforce CRM,Marketing,Data Center B,Low,16-04-2025 20:42,17-04-2025 06:42,10,Closed
INC-2025-0375,Backup Failure,Office 365,Engineering,Data Center B,High,04-11-2025 15:45,05-11-2025 21:57,30.2,Closed
INC-2025-0376,Backup Failure,Salesforce CRM,Engineering,Cloud Instance,High,08-10-2025 16:23,08-10-2025 17:30,1.12,Closed
INC-2025-0377,Unauthorized Access Attempt,AWS Cloud Infrastructure,Marketing,Cloud Instance,Critical,09-11-2025 06:12,11-11-2025 04:04,45.88,Closed
INC-2025-0378,Backup Failure,SAP ERP,Engineering,Remote Branch,High,24-01-2025 20:53,25-01-2025 00:02,3.16,Closed
INC-2025-0379,Data Leakage Alert,Active Directory,Sales,Head Office,High,29-09-2025 23:03,30-09-2025 12:39,13.61,Closed
INC-2025-0380,Weak Password Policy Violation,Internal Database,HR,Data Center A,Medium,07-03-2025 03:24,08-03-2025 01:45,22.36,Closed
INC-2025-0381,Backup Failure,Internal Database,Sales,Data Center A,Medium,21-05-2025 12:21,,,Open
INC-2025-0382,Weak Password Policy Violation,Internal Database,Marketing,Cloud Instance,Medium,26-12-2025 17:55,28-12-2025 01:57,32.04,Closed
INC-2025-0383,Stale User Account Active,Salesforce CRM,Marketing,Cloud Instance,Medium,11-12-2025 04:45,14-12-2025 09:01,76.27,Closed
INC-2025-0384,Failed Patch Deployment,Workday HRMS,Finance,Data Center B,Medium,03-09-2025 18:36,05-09-2025 00:19,29.72,Resolved
INC-2025-0385,Backup Failure,AWS Cloud Infrastructure,Legal,Head Office,Critical,25-09-2025 03:01,25-09-2025 04:19,1.31,Closed
INC-2025-0386,Failed Patch Deployment,Internal Database,Engineering,Data Center A,High,01-02-2025 22:50,03-02-2025 08:27,33.62,Closed
INC-2025-0387,Stale User Account Active,Internal Database,Legal,Data Center B,Medium,25-04-2025 23:41,26-04-2025 06:11,6.51,Closed
INC-2025-0388,Data Leakage Alert,SAP ERP,Marketing,Remote Branch,Critical,02-08-2025 21:20,,,Open
INC-2025-0389,Backup Failure,Workday HRMS,Legal,Remote Branch,Medium,26-04-2025 20:45,27-04-2025 07:45,11,Closed
INC-2025-0390,Failed Patch Deployment,Active Directory,Marketing,Remote Branch,Medium,01-04-2025 21:04,02-04-2025 01:38,4.58,Closed
INC-2025-0391,Unpatched Server,Salesforce CRM,Sales,Data Center A,High,27-10-2025 08:00,28-10-2025 13:40,29.68,Closed
INC-2025-0392,Stale User Account Active,Workday HRMS,Finance,Data Center B,High,05-12-2025 09:31,06-12-2025 04:41,19.17,Resolved
INC-2025-0393,Unauthorized Access Attempt,Office 365,HR,Data Center B,Critical,23-03-2025 13:34,23-03-2025 15:52,2.31,Closed
INC-2025-0394,Unpatched Server,Salesforce CRM,Engineering,Data Center B,High,29-09-2025 15:35,03-10-2025 14:52,95.29,Resolved
